code_from,pop_from
1009,122271.97370138153
1010,116822.85990890674
1011,153868.73678717273
1012,130110.13997408305
1013,123432.44970886223
1014,169304.03121686145
1015,110696.2696663267
1016,108067.17737840209
1017,184875.82284451544
1018,140993.70718198875
1019,115179.8454256244
1020,110782.63511980069
1021,139511.39272705594
1022,127529.68386516953
1023,129951.67499822029
1024,171856.6878460038
1025,107055.64848871529
1026,158116.00053239428
1027,111026.57497059647
1028,107852.6560610244
1029,104154.40296093654
1030,136990.67764756712
1031,121924.03534496576
1032,140424.83011507243
1033,115809.18064835807
1034,102607.71935754124
1035,130320.21493789181
1036,112680.91909880005
1037,115066.04627529078
1038,100282.89420556044
1039,112093.06390813441
1040,120626.8875952512
1041,102916.78890837729
1042,101363.99498763777
1043,108070.39449215727
1044,162930.8583579883
1045,163210.29206285081
1046,123378.20525428746
1047,143975.00152862445
1048,120154.4339177534
1049,118079.04033696651
1050,103136.85354299855
1051,127535.23826083401
1052,145809.90436999226
1053,119334.88472760841
1054,120297.52896060015
1055,189091.79258012387
1056,129891.81602244219
1057,122510.40466175228
1058,120643.2209272359
1059,120170.80445102835
1060,109604.21685855463
1061,112916.26212872192
1062,115064.5950647546
1063,170355.33224136196
1064,178091.0248085265
1065,102495.57297225972
1066,99991.07989418227
1067,159214.95411513932
1068,128892.58243353944
1069,118116.73074869439
1070,113317.73107675649
1071,152248.91239142744
1072,155265.67768235586
1073,156995.52495768014
1074,110600.95293788426
1075,118655.2350676416
1076,152141.55110891722
1077,105279.0934619084
1078,100441.15891273692
1079,116471.48426250136
1080,157208.07327175653
1081,127439.60179689014
1082,115216.33148269914
1083,106137.73409054056
1084,120075.79627146944
1085,113911.75876812264
1086,107599.3018231336
1087,140398.671571007
1088,161839.64018306974
1089,125872.13017833885
1090,130046.30379610695
1091,116591.07060906291
1092,108672.0516643785
1093,153357.99096120428
1094,120889.4948132243
1095,124969.92094270326
1096,122819.90921789221
1097,170214.61481630243
1098,104219.68205203116
1099,164109.60139795393
1100,120815.66548208147
1101,157316.46789680747
1102,122101.54523184476
1103,136809.34797902964
1104,129082.7820201926
1105,121065.4728074912
1106,118004.76235301048
1107,117997.36186372535
1108,101286.55062133446
1109,139222.36652250588
1110,120071.47356571001
1111,128829.10695102811
1112,122246.14645074215
1113,157218.1559637608
1114,131719.46148815192
1115,166477.69615750387
1116,105234.70300518721
1117,132495.7685585646
1118,142524.3873464116
1119,147708.98444337305
1120,136370.23045879975
1121,125834.38344246463
1122,170524.8429572184
1123,123540.4100856756
1124,132347.90823382442
1125,149808.37749822624
1126,158643.93401697604
1127,116387.68602649763
1128,175629.45569110918
1129,150488.10075630993
1130,143912.58538514015
1131,119892.88676089875
1132,152350.96686049836
1133,198813.03247640282
1134,179020.15677258116
1135,125628.76692989282
1136,195457.71038614598
1137,136716.87197650928
1138,109397.91920670588
1139,186461.34132545628
1140,189863.39216424152
1141,125126.7687856541
1142,142368.53640123643
1143,129407.11254592845
1144,104068.38806685526
1145,185853.969096262
1146,173726.31271503493
1147,110640.8281519322
1148,188201.76237809006
1149,196556.77414472494
1150,138450.3982042484
1151,123009.45570393559
1152,105640.6708289627
1153,127019.98818483413
1154,153837.92225483013
1155,144796.94377103355
1156,160185.28517009178
1157,114936.8301230534
1158,124249.93246545643
1159,131307.0808294122
1160,193225.6346477014
1161,141102.98964650277
1162,139902.94057128136
1163,175818.42890884634
1164,156851.89750021603
1165,137096.63509750273
1166,157948.501684919
1167,175954.93758781627
1168,187692.42739282968
1169,125935.72215037816
1170,173078.0803077682
1171,133893.9315308389
1172,154266.18747469084
1173,140503.33515168284
1174,147408.21350439746
1175,157423.8216758417
1176,202228.08682146156
1177,144722.1883657789
1178,173208.30558208562
1179,156191.2046838547
1180,114969.3491077784
1181,136600.36206715356
1182,123167.89497090783
1183,154110.38752901554
1184,126315.19419722422
1185,108604.14604257082
1186,120942.99180404283
1187,106074.5770961839
1188,118747.50232772809
1189,154360.482432056
1190,145174.78662910138
1191,140404.25045626308
1192,103022.8434299925
1193,102322.53852442815
1194,106668.73112700297
1195,138690.8677965799
1196,131414.21869176277
1197,112888.85071545094
1198,104844.93500788929
1199,104495.43522339361
1200,101724.91058726539
1201,123662.57390331756
1202,120255.26652463432
1203,140259.96783759724
1204,102608.2751330398
1205,135454.89131861262
1206,131631.80659021437
1207,131989.53672981262
1208,108859.13179059606
1209,102334.34743561596
1210,102565.30695195869
1211,106154.29882925749
1212,120754.3399876114
1213,118106.63497286942
1214,122620.75553141208
1215,116348.13625108358
1216,118073.43914455967
1217,122368.70385725051
1218,127081.4917619105
1219,112422.72240606509
1220,110789.7705080919
1221,106645.49573924392
1222,103877.95823797584
1223,102109.30765403714
1224,109574.59236916061
1225,120484.16195142455
1226,107309.8756278851
1227,150523.32519690343
1228,105966.61382764205
1229,124549.37886973657
1230,133141.2156559988
1231,117210.02138527832
1232,101508.08709629206
1233,103001.15548593504
1234,151725.41315399692
1235,118214.78724703053
1236,160645.41628776607
1237,100706.90306100273
1238,184983.20347766206
1239,140829.85271095415
1240,110618.2096125239
1241,142791.06165121042
1242,141425.87974695885
1243,174176.50917330198
1244,116186.51845225226
1245,113078.14445939707
1246,132689.55608229316
1247,127041.86705502123
1248,172190.72147611668
1249,178100.76116035657
1250,117289.53901915252
1251,109240.39256291906
1252,175016.86493741826
1253,129335.88864767575
1254,177403.90026543866
1255,144249.4403953543
1256,104305.79748905497
1257,103634.25128212571
1258,142699.04371010244
1259,109353.17757976777
1260,113544.56979676301
1261,118666.09613167006
1262,147667.0588134632
1263,162533.16695777606
1264,141040.4357920005
1265,133672.28192028496
1266,139474.67498018127
1267,116777.24328159168
1268,135398.28602830693
1269,106360.71307793679
1270,181751.21175195416
1271,133847.65890905634
1272,141453.7286525676
1273,112827.85675880243
1274,145461.2494453201
1275,123458.5061009936
1276,121339.56112910388
1277,111791.1676689547
1278,103214.80411680741
1279,134149.8919986633
1280,126871.23327184393
1281,115321.31886321213
1282,152668.821990196
1283,136309.86671098683
1284,123660.77588868886
1285,117015.9268350993
1286,163952.20178225372
1287,107904.19237365434
1288,102874.91879124567
1289,119597.22988865897
1290,161309.42175701726
1291,106133.42029166408
1292,125530.7669084596
1293,175318.48658707924
1294,112807.5985025526
1295,113628.80069449823
1296,127019.71800558188
1297,119249.72218787344
1298,111268.10895351926
1299,117772.25830848515
1300,110207.53357845545
1301,168499.97484612302
1302,124259.11997077153
1303,131909.2063427586
1304,144003.85429574456
1305,180579.41192952404
1306,136275.35040430643
1307,164517.36875038058
1308,116369.7732951314
1309,110258.12328158505
1310,154353.19534171314
1311,129261.68383342621
1312,147469.5836710948
1313,109956.87736200477
1314,105266.20870383766
1315,183806.50219774275
1316,108994.04400438606
1317,102069.69910128438
1318,114884.69290179815
1319,137225.04119416093
1320,106285.31998682069
1321,188827.57088132133
1322,170458.32100891043
1323,150815.295964499
1324,195062.3046742361
1325,158920.49542428553
1326,114018.16708936368
1327,114013.06301275082
1328,156953.42472717172
1329,195164.77780797458
1330,132561.74182708096
1331,178070.11166188726
1332,169836.7836095764
1333,141168.4968276322
1334,160571.96151870617
1335,214254.3356280164
1336,154206.55538229644
1337,156247.50929386914
1338,141809.3879527906
1339,132254.5662771184
1340,160212.8252451308
1341,157845.39862096598
1342,107689.76310322434
1343,135591.88207742386
1344,163228.76648721308
1345,113621.93304064777
1346,124810.79880583426
1347,191630.31035055476
1348,163780.63422805327
1349,134620.948977496
1350,149549.76637127902
1351,117570.82158838678
1352,108643.86327618442
1353,114971.54957542196
1354,104769.99721735716
1355,111895.05485122558
1356,167968.78361221403
1357,198214.63966258848
1358,144842.4190398343
1359,117606.29976218939
1360,109281.18088729307
1361,124331.20661900355
1362,135661.33271466452
1363,129446.05813790858
1364,126301.61376003921
1365,104367.51571220113
1366,116983.1839717403
1367,106549.94622725062
1368,142755.71009467542
1369,113399.02292903466
1370,158898.36577432975
1371,106871.53693880094
1372,161066.9624111913
1373,126093.25563549995
1374,145039.2032532394
1375,150212.63037286326
1376,134141.97532613808
1377,128419.11185679305
